,wave,wave_years,country,respondent_number,year,sex,age,ethnic,status,top_earner,town_size,job,politician,university,women_movement,abortion,divorce,income_equality,choice_control
150295,WVS5,2005-2009,China,1560520512.0,2007,Female,42.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,4,6,5,10,8
150297,WVS5,2005-2009,China,1560520514.0,2007,Female,23.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,3,1,1,10,10
150298,WVS5,2005-2009,China,1560520515.0,2007,Male,60.0,CN: East Asian Chinese,Married,No,50-100000,3,2,4,3,2,9,10,10
150303,WVS5,2005-2009,China,1560520520.0,2007,Male,55.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,3,2,2,5,10
150304,WVS5,2005-2009,China,1560520521.0,2007,Female,45.0,CN: East Asian Chinese,Married,No,50-100000,3,4,5,3,2,2,2,7
150308,WVS5,2005-2009,China,1560520525.0,2007,Male,50.0,CN: East Asian Chinese,Married,Yes,50-100000,2,4,4,3,2,2,2,10
150309,WVS5,2005-2009,China,1560520526.0,2007,Male,19.0,CN: East Asian Chinese,Single/Never married,No,50-100000,2,4,4,3,1,1,7,9
150310,WVS5,2005-2009,China,1560520527.0,2007,Male,34.0,CN: East Asian Chinese,Married,No,50-100000,3,4,2,3,1,1,2,4
150311,WVS5,2005-2009,China,1560520528.0,2007,Female,58.0,CN: East Asian Chinese,Married,No,50-100000,3,4,5,3,1,1,1,10
150315,WVS5,2005-2009,China,1560520532.0,2007,Male,34.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,4,4,1,1,8,10
150316,WVS5,2005-2009,China,1560520533.0,2007,Male,45.0,CN: East Asian Chinese,Living together as married,Yes,50-100000,1,4,5,3,1,1,10,10
150317,WVS5,2005-2009,China,1560520534.0,2007,Male,45.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,5,4,1,5,1,5
150318,WVS5,2005-2009,China,1560520535.0,2007,Male,63.0,CN: East Asian Chinese,Married,Yes,50-100000,2,4,4,3,1,1,2,3
150322,WVS5,2005-2009,China,1560520539.0,2007,Male,53.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,5,4,1,1,10,5
150323,WVS5,2005-2009,China,1560520540.0,2007,Male,60.0,CN: East Asian Chinese,Married,Yes,50-100000,3,5,5,3,1,1,2,9
150325,WVS5,2005-2009,China,1560520542.0,2007,Male,39.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,2,3,1,1,9,9
150330,WVS5,2005-2009,China,1560520547.0,2007,Female,37.0,CN: East Asian Chinese,Married,No,50-100000,1,2,5,3,1,1,3,6
150331,WVS5,2005-2009,China,1560520548.0,2007,Male,59.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,2,1,1,10,9
150332,WVS5,2005-2009,China,1560520549.0,2007,Male,43.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,2,3,1,1,8,8
150333,WVS5,2005-2009,China,1560520550.0,2007,Male,38.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,4,3,2,2,7,9
150334,WVS5,2005-2009,China,1560520551.0,2007,Female,52.0,CN: East Asian Chinese,Married,No,50-100000,1,4,4,4,1,1,10,5
150335,WVS5,2005-2009,China,1560520552.0,2007,Male,23.0,CN: East Asian Chinese,Single/Never married,No,50-100000,2,2,4,2,1,3,6,8
150337,WVS5,2005-2009,China,1560520554.0,2007,Female,41.0,CN: East Asian Chinese,Married,,50-100000,2,2,5,3,1,1,8,6
150338,WVS5,2005-2009,China,1560520555.0,2007,Female,41.0,CN: East Asian Chinese,Married,No,50-100000,3,1,5,4,1,10,10,5
150339,WVS5,2005-2009,China,1560520556.0,2007,Female,37.0,CN: East Asian Chinese,Married,No,50-100000,1,2,5,3,1,1,1,10
150340,WVS5,2005-2009,China,1560520557.0,2007,Female,43.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,5,5,10,5
150341,WVS5,2005-2009,China,1560520558.0,2007,Female,25.0,CN: East Asian Chinese,Single/Never married,Yes,50-100000,2,4,5,2,1,1,10,5
150342,WVS5,2005-2009,China,1560520559.0,2007,Female,35.0,CN: East Asian Chinese,Married,No,50-100000,2,2,4,3,1,1,7,7
150343,WVS5,2005-2009,China,1560520560.0,2007,Male,49.0,CN: East Asian Chinese,Married,Yes,50-100000,1,1,4,3,1,1,1,10
150345,WVS5,2005-2009,China,1560520562.0,2007,Male,58.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,4,2,1,1,4,10
150350,WVS5,2005-2009,China,1560520567.0,2007,Female,63.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,4,4,1,1,10,6
150351,WVS5,2005-2009,China,1560520568.0,2007,Female,24.0,CN: East Asian Chinese,Single/Never married,No,50-100000,2,4,4,3,2,2,2,1
150352,WVS5,2005-2009,China,1560520569.0,2007,Male,42.0,CN: East Asian Chinese,Married,Yes,50-100000,2,2,2,3,1,1,1,8
150360,WVS5,2005-2009,China,1560520577.0,2007,Male,68.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,4,3,1,5,7,5
150362,WVS5,2005-2009,China,1560520579.0,2007,Male,29.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,4,2,1,1,1,10
150363,WVS5,2005-2009,China,1560520580.0,2007,Male,24.0,CN: East Asian Chinese,Living together as married,No,50-100000,1,4,5,2,7,5,8,10
150366,WVS5,2005-2009,China,1560520583.0,2007,Female,31.0,CN: East Asian Chinese,Married,No,50-100000,2,2,5,2,5,5,5,5
150367,WVS5,2005-2009,China,1560520584.0,2007,Female,26.0,CN: East Asian Chinese,Married,No,50-100000,1,4,4,3,1,1,7,8
150373,WVS5,2005-2009,China,1560520590.0,2007,Female,30.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,8,8,1,5
150374,WVS5,2005-2009,China,1560520591.0,2007,Female,42.0,CN: East Asian Chinese,Married,Yes,50-100000,3,5,5,3,1,1,10,5
150375,WVS5,2005-2009,China,1560520592.0,2007,Female,43.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,3,10,1,10,5
150376,WVS5,2005-2009,China,1560520593.0,2007,Female,22.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,1,1,8,9
150377,WVS5,2005-2009,China,1560520594.0,2007,Male,51.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,3,3,7,8
150379,WVS5,2005-2009,China,1560520596.0,2007,Male,20.0,CN: East Asian Chinese,Single/Never married,No,50-100000,1,2,4,4,2,2,9,6
150383,WVS5,2005-2009,China,1560520600.0,2007,Male,44.0,CN: East Asian Chinese,Married,Yes,20-50000,1,4,4,2,1,1,10,8
150384,WVS5,2005-2009,China,1560520601.0,2007,Male,51.0,CN: East Asian Chinese,Widowed,Yes,20-50000,1,1,2,3,1,1,7,7
150385,WVS5,2005-2009,China,1560520602.0,2007,Male,50.0,CN: East Asian Chinese,Married,Yes,20-50000,3,4,4,2,1,1,10,5
150386,WVS5,2005-2009,China,1560520603.0,2007,Female,44.0,CN: East Asian Chinese,Married,No,20-50000,1,2,4,3,1,1,1,10
150390,WVS5,2005-2009,China,1560520607.0,2007,Male,51.0,CN: East Asian Chinese,Married,Yes,20-50000,1,2,2,3,1,1,1,10
150391,WVS5,2005-2009,China,1560520608.0,2007,Female,27.0,CN: East Asian Chinese,Married,No,20-50000,3,4,4,3,1,1,10,6
150392,WVS5,2005-2009,China,1560520609.0,2007,Female,53.0,CN: East Asian Chinese,Widowed,No,20-50000,1,2,2,3,1,1,1,8
150394,WVS5,2005-2009,China,1560520611.0,2007,Female,45.0,CN: East Asian Chinese,Married,No,20-50000,1,2,4,3,2,2,4,7
150396,WVS5,2005-2009,China,1560520613.0,2007,Female,38.0,CN: East Asian Chinese,Married,No,20-50000,1,4,4,3,2,2,8,4
150398,WVS5,2005-2009,China,1560520615.0,2007,Male,47.0,CN: East Asian Chinese,Married,Yes,20-50000,2,4,4,3,1,6,10,8
150399,WVS5,2005-2009,China,1560520616.0,2007,Male,34.0,CN: East Asian Chinese,Married,Yes,20-50000,1,2,5,3,1,1,1,10
150404,WVS5,2005-2009,China,1560520621.0,2007,Female,50.0,CN: East Asian Chinese,Married,Yes,20-50000,2,4,4,4,1,1,10,6
150406,WVS5,2005-2009,China,1560520623.0,2007,Male,45.0,CN: East Asian Chinese,Married,Yes,20-50000,3,2,4,3,2,2,9,9
150407,WVS5,2005-2009,China,1560520624.0,2007,Female,44.0,CN: East Asian Chinese,Married,No,20-50000,1,4,4,3,1,2,4,8
150408,WVS5,2005-2009,China,1560520625.0,2007,Male,30.0,CN: East Asian Chinese,Single/Never married,Yes,20-50000,3,4,4,3,2,2,8,7
150412,WVS5,2005-2009,China,1560520629.0,2007,Male,65.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,4,3,1,1,2,10
150413,WVS5,2005-2009,China,1560520630.0,2007,Male,39.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,5,4,1,8,1,10
150414,WVS5,2005-2009,China,1560520631.0,2007,Male,25.0,CN: East Asian Chinese,Single/Never married,No,50-100000,1,2,4,3,1,5,9,9
150417,WVS5,2005-2009,China,1560520634.0,2007,Female,32.0,CN: East Asian Chinese,Married,No,50-100000,1,4,4,2,1,5,1,10
150418,WVS5,2005-2009,China,1560520635.0,2007,Male,61.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,4,3,1,1,9,8
150419,WVS5,2005-2009,China,1560520636.0,2007,Female,39.0,CN: East Asian Chinese,Married,No,50-100000,1,2,2,3,1,1,10,9
150421,WVS5,2005-2009,China,1560520638.0,2007,Female,40.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,5,4,6,6,1,10
150426,WVS5,2005-2009,China,1560520643.0,2007,Male,36.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,4,3,2,5,9,7
150430,WVS5,2005-2009,China,1560520647.0,2007,Male,70.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,4,3,1,1,3,9
150431,WVS5,2005-2009,China,1560520648.0,2007,Female,29.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,3,1,1,1,10
150433,WVS5,2005-2009,China,1560520650.0,2007,Male,33.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,2,3,1,1,10,7
150437,WVS5,2005-2009,China,1560520654.0,2007,Female,20.0,CN: East Asian Chinese,Single/Never married,No,50-100000,1,1,2,3,1,1,1,6
150439,WVS5,2005-2009,China,1560520656.0,2007,Male,66.0,CN: East Asian Chinese,Married,Yes,20-50000,3,2,4,3,1,1,2,10
150441,WVS5,2005-2009,China,1560520658.0,2007,Male,31.0,CN: East Asian Chinese,Married,Yes,20-50000,3,2,4,4,1,1,10,9
150442,WVS5,2005-2009,China,1560520659.0,2007,Female,29.0,CN: East Asian Chinese,Married,No,20-50000,3,2,4,3,1,1,5,5
150443,WVS5,2005-2009,China,1560520660.0,2007,Male,34.0,CN: East Asian Chinese,Married,Yes,20-50000,3,4,5,2,1,1,1,5
150444,WVS5,2005-2009,China,1560520661.0,2007,Male,45.0,CN: East Asian Chinese,Married,Yes,20-50000,1,2,4,3,1,1,8,9
150445,WVS5,2005-2009,China,1560520662.0,2007,Female,39.0,CN: East Asian Chinese,Married,No,20-50000,1,2,2,3,1,1,1,10
150446,WVS5,2005-2009,China,1560520663.0,2007,Male,36.0,CN: East Asian Chinese,Married,Yes,20-50000,1,4,4,4,1,1,1,8
150447,WVS5,2005-2009,China,1560520664.0,2007,Female,41.0,CN: East Asian Chinese,Married,Yes,20-50000,3,1,4,3,5,10,1,7
150451,WVS5,2005-2009,China,1560520668.0,2007,Male,37.0,CN: East Asian Chinese,Married,Yes,20-50000,1,2,4,3,1,1,2,6
150459,WVS5,2005-2009,China,1560520676.0,2007,Male,45.0,CN: East Asian Chinese,Married,Yes,20-50000,1,1,4,3,1,1,8,10
150460,WVS5,2005-2009,China,1560520677.0,2007,Male,46.0,CN: East Asian Chinese,Married,Yes,20-50000,1,4,4,3,1,1,1,7
150461,WVS5,2005-2009,China,1560520678.0,2007,Female,41.0,CN: East Asian Chinese,Married,No,20-50000,1,2,4,3,1,1,9,8
150462,WVS5,2005-2009,China,1560520679.0,2007,Female,36.0,CN: East Asian Chinese,Married,No,20-50000,1,2,4,3,1,1,2,7
150465,WVS5,2005-2009,China,1560520682.0,2007,Female,34.0,CN: East Asian Chinese,Married,No,20-50000,1,2,4,3,1,1,10,10
150466,WVS5,2005-2009,China,1560520683.0,2007,Female,40.0,CN: East Asian Chinese,Married,No,20-50000,3,1,4,4,1,1,2,10
150467,WVS5,2005-2009,China,1560520684.0,2007,Male,64.0,CN: East Asian Chinese,Married,Yes,20-50000,2,4,4,3,1,1,10,7
150468,WVS5,2005-2009,China,1560520685.0,2007,Female,37.0,CN: East Asian Chinese,Married,No,20-50000,3,4,4,3,2,2,2,6
150469,WVS5,2005-2009,China,1560520686.0,2007,Male,35.0,CN: East Asian Chinese,Married,Yes,50-100000,2,4,4,3,1,1,6,8
150471,WVS5,2005-2009,China,1560520688.0,2007,Male,60.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,4,3,6,6,9,8
150475,WVS5,2005-2009,China,1560520692.0,2007,Female,56.0,CN: East Asian Chinese,Married,No,50-100000,1,2,2,3,1,1,10,6
150476,WVS5,2005-2009,China,1560520693.0,2007,Female,52.0,CN: East Asian Chinese,Married,No,50-100000,1,4,4,2,1,1,10,6
150477,WVS5,2005-2009,China,1560520694.0,2007,Female,23.0,CN: East Asian Chinese,Single/Never married,No,50-100000,1,4,4,4,1,1,1,2
150478,WVS5,2005-2009,China,1560520695.0,2007,Female,57.0,CN: East Asian Chinese,Married,No,50-100000,1,2,2,3,1,1,5,8
150479,WVS5,2005-2009,China,1560520696.0,2007,Female,33.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,1,1,1,5
150480,WVS5,2005-2009,China,1560520697.0,2007,Male,68.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,5,4,1,1,10,9
150481,WVS5,2005-2009,China,1560520698.0,2007,Female,39.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,3,1,1,3,8
150483,WVS5,2005-2009,China,1560520700.0,2007,Male,40.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,2,4,1,1,10,5
150484,WVS5,2005-2009,China,1560520701.0,2007,Male,41.0,CN: East Asian Chinese,Widowed,Yes,50-100000,1,1,4,3,1,1,10,6
150485,WVS5,2005-2009,China,1560520702.0,2007,Male,58.0,CN: East Asian Chinese,Married,Yes,50-100000,1,1,1,3,1,1,2,6
150486,WVS5,2005-2009,China,1560520703.0,2007,Female,36.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,4,1,1,10,3
150487,WVS5,2005-2009,China,1560520704.0,2007,Male,68.0,CN: East Asian Chinese,Married,Yes,50-100000,2,4,4,3,1,1,2,5
150488,WVS5,2005-2009,China,1560520705.0,2007,Female,64.0,CN: East Asian Chinese,Married,No,50-100000,1,4,2,4,1,1,3,8
150489,WVS5,2005-2009,China,1560520706.0,2007,Female,65.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,4,3,1,1,9,9
150490,WVS5,2005-2009,China,1560520707.0,2007,Male,40.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,4,4,2,2,2,6
150491,WVS5,2005-2009,China,1560520708.0,2007,Male,33.0,CN: East Asian Chinese,Married,Yes,50-100000,2,2,2,3,1,1,1,8
150495,WVS5,2005-2009,China,1560520712.0,2007,Female,45.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,2,2,2,8
150496,WVS5,2005-2009,China,1560520713.0,2007,Female,49.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,2,2,2,9
150498,WVS5,2005-2009,China,1560520715.0,2007,Male,56.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,4,3,1,1,1,10
150499,WVS5,2005-2009,China,1560520716.0,2007,Male,69.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,4,3,1,1,1,10
150502,WVS5,2005-2009,China,1560520719.0,2007,Male,65.0,CN: East Asian Chinese,Widowed,,50-100000,3,4,4,4,1,1,6,5
150503,WVS5,2005-2009,China,1560520720.0,2007,Female,38.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,3,1,1,9,9
150504,WVS5,2005-2009,China,1560520721.0,2007,Female,41.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,3,1,1,8,8
150506,WVS5,2005-2009,China,1560520723.0,2007,Male,45.0,CN: East Asian Chinese,Married,Yes,50-100000,1,1,4,3,1,1,7,10
150508,WVS5,2005-2009,China,1560520725.0,2007,Female,43.0,CN: East Asian Chinese,Married,No,50-100000,2,4,4,3,1,1,8,8
150509,WVS5,2005-2009,China,1560520726.0,2007,Female,56.0,CN: East Asian Chinese,Married,No,50-100000,2,4,4,3,1,1,6,7
150510,WVS5,2005-2009,China,1560520727.0,2007,Female,60.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,1,1,4,7
150512,WVS5,2005-2009,China,1560520729.0,2007,Female,61.0,CN: East Asian Chinese,Married,Yes,50-100000,3,2,5,3,1,1,3,7
150515,WVS5,2005-2009,China,1560520732.0,2007,Male,65.0,CN: East Asian Chinese,Widowed,No,50-100000,1,1,1,4,1,1,2,10
150517,WVS5,2005-2009,China,1560520734.0,2007,Male,58.0,CN: East Asian Chinese,Married,Yes,50-100000,1,4,4,3,1,1,1,9
150518,WVS5,2005-2009,China,1560520735.0,2007,Female,35.0,CN: East Asian Chinese,Married,No,50-100000,3,2,2,3,1,1,9,9
150520,WVS5,2005-2009,China,1560520737.0,2007,Female,53.0,CN: East Asian Chinese,Married,No,50-100000,2,4,4,3,1,1,10,8
150521,WVS5,2005-2009,China,1560520738.0,2007,Female,39.0,CN: East Asian Chinese,Married,No,50-100000,3,2,4,4,1,1,5,2
150523,WVS5,2005-2009,China,1560520740.0,2007,Male,37.0,CN: East Asian Chinese,Married,Yes,50-100000,1,1,4,4,1,1,10,6
150525,WVS5,2005-2009,China,1560520742.0,2007,Male,30.0,CN: East Asian Chinese,Married,No,20-50000,1,4,5,4,1,1,8,9
150529,WVS5,2005-2009,China,1560520746.0,2007,Female,38.0,CN: East Asian Chinese,Married,Yes,20-50000,3,2,5,4,1,1,1,10
150530,WVS5,2005-2009,China,1560520747.0,2007,Female,52.0,CN: East Asian Chinese,Married,No,20-50000,1,1,4,4,4,6,1,6
150533,WVS5,2005-2009,China,1560520750.0,2007,Male,41.0,CN: East Asian Chinese,Married,Yes,20-50000,1,2,4,3,1,1,9,10
150534,WVS5,2005-2009,China,1560520751.0,2007,Female,39.0,CN: East Asian Chinese,Married,No,20-50000,2,2,4,2,1,1,3,10
150536,WVS5,2005-2009,China,1560520753.0,2007,Female,30.0,CN: East Asian Chinese,Married,No,20-50000,1,2,4,4,1,1,8,6
150538,WVS5,2005-2009,China,1560520755.0,2007,Female,68.0,CN: East Asian Chinese,Married,No,20-50000,2,2,4,3,1,1,7,6
150539,WVS5,2005-2009,China,1560520756.0,2007,Female,39.0,CN: East Asian Chinese,Married,No,20-50000,2,4,4,4,1,1,8,7
150541,WVS5,2005-2009,China,1560520758.0,2007,Female,20.0,CN: East Asian Chinese,Single/Never married,No,20-50000,3,4,4,3,1,1,8,10
150542,WVS5,2005-2009,China,1560520759.0,2007,Female,20.0,CN: East Asian Chinese,Single/Never married,No,20-50000,3,2,4,3,1,2,7,5
150544,WVS5,2005-2009,China,1560520761.0,2007,Male,44.0,CN: East Asian Chinese,Married,Yes,20-50000,1,4,4,4,1,1,7,6
150547,WVS5,2005-2009,China,1560520764.0,2007,Female,33.0,CN: East Asian Chinese,Married,No,20-50000,1,4,4,3,1,5,1,10
150548,WVS5,2005-2009,China,1560520765.0,2007,Male,57.0,CN: East Asian Chinese,Married,Yes,20-50000,1,1,4,3,1,6,6,8
150549,WVS5,2005-2009,China,1560520766.0,2007,Male,28.0,CN: East Asian Chinese,Married,No,20-50000,2,2,4,2,1,4,9,8
150550,WVS5,2005-2009,China,1560520767.0,2007,Male,45.0,CN: East Asian Chinese,Married,Yes,20-50000,1,4,4,3,1,1,6,9
150551,WVS5,2005-2009,China,1560520768.0,2007,Male,21.0,CN: East Asian Chinese,Single/Never married,No,20-50000,3,5,5,3,1,1,1,10
150552,WVS5,2005-2009,China,1560520769.0,2007,Male,40.0,CN: East Asian Chinese,Married,No,20-50000,1,1,4,4,1,1,1,10
150553,WVS5,2005-2009,China,1560520770.0,2007,Female,36.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,4,3,1,1,6,8
150554,WVS5,2005-2009,China,1560520771.0,2007,Female,19.0,CN: East Asian Chinese,Single/Never married,,50-100000,3,4,4,3,5,5,3,9
150555,WVS5,2005-2009,China,1560520772.0,2007,Female,38.0,CN: East Asian Chinese,Married,No,50-100000,2,2,2,3,1,1,2,9
150557,WVS5,2005-2009,China,1560520774.0,2007,Female,18.0,CN: East Asian Chinese,Single/Never married,,50-100000,3,5,4,3,5,5,1,10
150558,WVS5,2005-2009,China,1560520775.0,2007,Female,37.0,CN: East Asian Chinese,Married,No,50-100000,1,4,4,3,1,10,3,7
150559,WVS5,2005-2009,China,1560520776.0,2007,Female,39.0,CN: East Asian Chinese,,Yes,50-100000,3,4,4,3,1,6,7,9
150560,WVS5,2005-2009,China,1560520777.0,2007,Female,38.0,CN: East Asian Chinese,Married,No,50-100000,2,2,2,3,1,10,2,9
150561,WVS5,2005-2009,China,1560520778.0,2007,Female,41.0,CN: East Asian Chinese,Married,No,50-100000,3,4,4,3,1,1,2,8
150562,WVS5,2005-2009,China,1560520779.0,2007,Female,68.0,CN: East Asian Chinese,Widowed,Yes,50-100000,3,4,4,3,3,5,7,8
150563,WVS5,2005-2009,China,1560520780.0,2007,Female,39.0,CN: East Asian Chinese,Married,No,50-100000,1,2,4,1,1,1,10,5
150564,WVS5,2005-2009,China,1560520781.0,2007,Male,45.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,5,2,1,2,6,8
150566,WVS5,2005-2009,China,1560520783.0,2007,Male,38.0,CN: East Asian Chinese,Married,Yes,50-100000,2,2,2,3,1,1,4,9
150568,WVS5,2005-2009,China,1560520785.0,2007,Female,41.0,CN: East Asian Chinese,Divorced,Yes,50-100000,3,4,4,3,1,8,6,8
150569,WVS5,2005-2009,China,1560520786.0,2007,Female,54.0,CN: East Asian Chinese,Married,Yes,50-100000,2,4,4,4,1,1,2,8
150571,WVS5,2005-2009,China,1560520788.0,2007,Female,43.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,2,3,1,6,4,9
150572,WVS5,2005-2009,China,1560520789.0,2007,Male,40.0,CN: East Asian Chinese,Married,Yes,50-100000,1,2,4,3,1,1,2,10
150573,WVS5,2005-2009,China,1560520790.0,2007,Male,53.0,CN: East Asian Chinese,Married,No,50-100000,1,2,2,3,1,10,2,10
150574,WVS5,2005-2009,China,1560520791.0,2007,Female,28.0,CN: East Asian Chinese,Single/Never married,Yes,50-100000,3,2,4,4,1,6,3,8
150575,WVS5,2005-2009,China,1560520792.0,2007,Male,53.0,CN: East Asian Chinese,,Yes,50-100000,3,4,4,3,1,5,5,8
150576,WVS5,2005-2009,China,1560520793.0,2007,Male,23.0,CN: East Asian Chinese,Single/Never married,No,50-100000,1,4,4,3,1,1,10,8
150577,WVS5,2005-2009,China,1560520794.0,2007,Male,25.0,CN: East Asian Chinese,Single/Never married,Yes,50-100000,3,4,4,2,8,8,8,7
150578,WVS5,2005-2009,China,1560520795.0,2007,Female,21.0,CN: East Asian Chinese,Living together as married,Yes,50-100000,1,2,2,3,1,1,2,10
150579,WVS5,2005-2009,China,1560520796.0,2007,Male,20.0,CN: East Asian Chinese,Single/Never married,No,50-100000,1,2,2,3,1,10,3,8
150580,WVS5,2005-2009,China,1560520797.0,2007,Male,34.0,CN: East Asian Chinese,Single/Never married,No,50-100000,1,2,2,3,1,1,10,10
150581,WVS5,2005-2009,China,1560520798.0,2007,Female,35.0,CN: East Asian Chinese,Married,Yes,50-100000,3,4,4,3,1,4,10,5
150582,WVS5,2005-2009,China,1560520799.0,2007,Female,55.0,CN: East Asian Chinese,Married,No,50-100000,2,4,4,3,1,1,2,1
150583,WVS5,2005-2009,China,1560520800.0,2007,Female,28.0,CN: East Asian Chinese,Single/Never married,No,50-100000,2,4,4,2,1,4,4,5
150587,WVS5,2005-2009,China,1560520804.0,2007,Male,23.0,CN: East Asian Chinese,Single/Never married,No,20-50000,2,4,4,3,2,2,3,8
150588,WVS5,2005-2009,China,1560520805.0,2007,Female,33.0,CN: East Asian Chinese,Married,No,20-50000,1,4,5,3,1,4,4,10
150589,WVS5,2005-2009,China,1560520806.0,2007,Male,27.0,CN: East Asian Chinese,Married,Yes,20-50000,1,4,4,3,1,4,2,4
150590,WVS5,2005-2009,China,1560520807.0,2007,Male,56.0,CN: East Asian Chinese,Married,Yes,20-50000,1,2,4,3,5,5,7,10
150593,WVS5,2005-2009,China,1560520810.0,2007,Female,54.0,CN: East Asian Chinese,Married,No,20-50000,3,2,4,3,1,5,3,10
150596,WVS5,2005-2009,China,1560520813.0,2007,Male,32.0,CN: East Asian Chinese,Married,No,20-50000,1,4,2,3,5,5,1,10
150597,WVS5,2005-2009,China,1560520814.0,2007,Male,70.0,CN: East Asian Chinese,Married,No,20-50000,3,2,4,3,1,1,10,7
150598,WVS5,2005-2009,China,1560520815.0,2007,Male,34.0,CN: East Asian Chinese,Single/Never married,Yes,20-50000,1,2,4,2,1,1,9,10
150601,WVS5,2005-2009,China,1560520818.0,2007,Male,38.0,CN: East Asian Chinese,Married,Yes,20-50000,3,4,2,3,1,1,1,10
150602,WVS5,2005-2009,China,1560520819.0,2007,Male,42.0,CN: East Asian Chinese,Married,Yes,20-50000,3,4,4,3,1,4,3,8
150603,WVS5,2005-2009,China,1560520820.0,2007,Female,39.0,CN: East Asian Chinese,Married,No,20-50000,2,2,2,3,1,1,1,10
150606,WVS5,2005-2009,China,1560520823.0,2007,Female,41.0,CN: East Asian Chinese,Married,Yes,20-50000,1,2,2,3,1,1,2,10
150608,WVS5,2005-2009,China,1560520825.0,2007,Male,53.0,CN: East Asian Chinese,Married,Yes,20-50000,1,2,2,3,1,1,2,10
150609,WVS5,2005-2009,China,1560520826.0,2007,Female,33.0,CN: East Asian Chinese,Married,No,20-50000,3,4,4,3,5,8,8,8
150610,WVS5,2005-2009,China,1560520827.0,2007,Female,37.0,CN: East Asian Chinese,Divorced,No,20-50000,3,4,4,3,7,10,6,2
150611,WVS5,2005-2009,China,1560520828.0,2007,Female,33.0,CN: East Asian Chinese,Separated,Yes,20-50000,3,1,4,4,6,9,8,8
150612,WVS5,2005-2009,China,1560520829.0,2007,Male,39.0,CN: East Asian Chinese,Married,No,20-50000,1,2,2,3,1,5,1,7
150613,WVS5,2005-2009,China,1560520830.0,2007,Male,68.0,CN: East Asian Chinese,Married,No,20-50000,3,2,4,3,8,9,9,8
150614,WVS5,2005-2009,China,1560520831.0,2007,Female,37.0,CN: East Asian Chinese,Married,No,20-50000,1,5,4,2,4,10,5,8
150615,WVS5,2005-2009,China,1560520832.0,2007,Female,58.0,CN: East Asian Chinese,Married,No,20-50000,1,4,4,3,10,6,10,9
150616,WVS5,2005-2009,China,1560520833.0,2007,Female,33.0,CN: East Asian Chinese,Married,No,20-50000,3,4,4,3,1,1,9,8
150617,WVS5,2005-2009,China,1560520834.0,2007,Male,56.0,CN: East Asian Chinese,Married,Yes,20-50000,2,4,4,4,1,1,1,10
150618,WVS5,2005-2009,China,1560520835.0,2007,Male,37.0,CN: East Asian Chinese,Married,Yes,20-50000,2,2,2,3,3,6,8,7
150619,WVS5,2005-2009,China,1560520836.0,2007,Female,61.0,CN: East Asian Chinese,Divorced,No,20-50000,3,4,4,3,5,10,8,10
