,wave,wave_years,country,respondent_number,year,sex,age,ethnic,status,top_earner,town_size,job,politician,university,women_movement,abortion,divorce,income_equality,choice_control
20988,WVS7,2017-2022,China,156720218.0,2018,Female,56.0,CN: Chinese,Married,No,100-500000,3,1,4,4,1,1,10,1
20989,WVS7,2017-2022,China,156720219.0,2018,Female,39.0,CN: Chinese,Married,Yes,100-500000,3,4,4,3,1,1,2,9
20990,WVS7,2017-2022,China,156720220.0,2018,Male,70.0,CN: Chinese,Married,Yes,100-500000,3,5,5,3,3,2,8,10
20992,WVS7,2017-2022,China,156720222.0,2018,Male,18.0,CN: Chinese,Single/Never married,No,100-500000,2,4,4,2,2,3,3,5
20993,WVS7,2017-2022,China,156720223.0,2018,Male,31.0,CN: Chinese,Divorced,No,100-500000,1,2,2,2,1,1,3,10
20994,WVS7,2017-2022,China,156720224.0,2018,Female,54.0,CN: Chinese,Married,Yes,100-500000,1,2,4,3,1,1,6,9
20995,WVS7,2017-2022,China,156720225.0,2018,Female,56.0,CN: Chinese,Married,Yes,100-500000,2,4,4,3,1,8,8,8
20996,WVS7,2017-2022,China,156720226.0,2018,Female,53.0,CN: Chinese,Married,Yes,100-500000,1,2,2,3,8,7,8,10
20997,WVS7,2017-2022,China,156720227.0,2018,Female,38.0,CN: Chinese,Married,No,100-500000,3,4,4,3,1,4,6,7
20998,WVS7,2017-2022,China,156720228.0,2018,Female,53.0,CN: Chinese,Widowed,No,100-500000,1,4,4,3,1,1,7,8
20999,WVS7,2017-2022,China,156720229.0,2018,Male,40.0,CN: Chinese,Married,Yes,100-500000,1,2,2,3,1,7,8,7
21000,WVS7,2017-2022,China,156720230.0,2018,Female,42.0,CN: Chinese,Married,Yes,100-500000,1,4,4,4,7,5,5,5
21002,WVS7,2017-2022,China,156720232.0,2018,Female,19.0,CN: Chinese,Living together as married,No,100-500000,1,2,2,4,1,1,8,5
21004,WVS7,2017-2022,China,156720234.0,2018,Male,50.0,CN: Chinese,Married,Yes,100-500000,1,2,2,3,1,1,9,1
21005,WVS7,2017-2022,China,156720235.0,2018,Female,42.0,CN: Chinese,Married,No,100-500000,3,4,4,2,1,1,9,2
21006,WVS7,2017-2022,China,156720236.0,2018,Male,26.0,CN: Chinese,Married,No,100-500000,3,5,5,4,1,1,2,5
21007,WVS7,2017-2022,China,156720237.0,2018,Female,24.0,CN: Chinese,Single/Never married,No,100-500000,2,4,2,2,5,5,5,6
21008,WVS7,2017-2022,China,156720238.0,2018,Female,48.0,CN: Chinese,Married,No,100-500000,1,2,2,3,1,1,6,5
21009,WVS7,2017-2022,China,156720239.0,2018,Female,39.0,CN: Chinese,Married,No,100-500000,3,2,5,3,1,1,2,10
21010,WVS7,2017-2022,China,156720240.0,2018,Female,69.0,CN: Chinese,Married,Yes,100-500000,1,5,1,4,1,1,1,10
21011,WVS7,2017-2022,China,156720241.0,2018,Male,42.0,CN: Chinese,Married,No,100-500000,3,2,4,3,1,8,4,8
21012,WVS7,2017-2022,China,156720242.0,2018,Female,67.0,CN: Chinese,Married,No,100-500000,2,4,5,3,1,7,8,9
21013,WVS7,2017-2022,China,156720243.0,2018,Male,65.0,CN: Chinese,Married,Yes,100-500000,1,4,4,4,1,4,8,8
21014,WVS7,2017-2022,China,156720244.0,2018,Male,67.0,CN: Chinese,Married,No,100-500000,1,1,2,3,6,1,5,8
21015,WVS7,2017-2022,China,156720245.0,2018,Male,18.0,CN: Chinese,Single/Never married,No,100-500000,1,4,4,4,4,6,3,7
21016,WVS7,2017-2022,China,156720246.0,2018,Male,20.0,CN: Chinese,Single/Never married,No,100-500000,3,4,4,3,1,1,10,10
21017,WVS7,2017-2022,China,156720247.0,2018,Female,19.0,CN: Chinese,Single/Never married,No,100-500000,3,4,4,3,1,5,5,8
21018,WVS7,2017-2022,China,156720248.0,2018,Female,51.0,CN: Chinese,Married,Yes,100-500000,1,4,4,4,1,1,6,10
21019,WVS7,2017-2022,China,156720249.0,2018,Male,34.0,CN: Chinese,Divorced,Yes,100-500000,2,2,2,2,1,5,1,1
21020,WVS7,2017-2022,China,156720250.0,2018,Female,48.0,CN: Chinese,Married,No,100-500000,3,4,4,4,1,1,5,9
21021,WVS7,2017-2022,China,156720251.0,2018,Male,68.0,CN: Chinese,Married,No,100-500000,3,4,4,4,1,3,6,9
21022,WVS7,2017-2022,China,156720252.0,2018,Male,66.0,CN: Chinese,Married,Yes,100-500000,3,4,4,3,1,5,2,3
21023,WVS7,2017-2022,China,156720253.0,2018,Female,48.0,CN: Chinese,Married,Yes,100-500000,1,1,1,3,1,1,1,9
21024,WVS7,2017-2022,China,156720254.0,2018,Female,66.0,CN: Chinese,,No,100-500000,3,4,5,4,1,1,9,9
21025,WVS7,2017-2022,China,156720255.0,2018,Female,60.0,CN: Chinese,,No,100-500000,1,1,2,4,1,1,1,9
21026,WVS7,2017-2022,China,156720256.0,2018,Female,50.0,CN: Chinese,Married,No,100-500000,1,4,4,4,1,1,1,10
21027,WVS7,2017-2022,China,156720257.0,2018,Male,70.0,CN: Chinese,Married,Yes,100-500000,3,4,4,3,1,7,2,10
21028,WVS7,2017-2022,China,156720258.0,2018,Male,42.0,CN: Chinese,Married,Yes,100-500000,3,4,4,3,7,7,9,7
21029,WVS7,2017-2022,China,156720259.0,2018,Female,68.0,CN: Chinese,Widowed,Yes,100-500000,1,4,4,3,10,10,5,9
21030,WVS7,2017-2022,China,156720260.0,2018,Male,40.0,CN: Chinese,Married,No,100-500000,1,4,5,3,1,1,9,5
21031,WVS7,2017-2022,China,156720261.0,2018,Female,25.0,CN: Chinese,Single/Never married,Yes,100-500000,3,5,2,1,1,1,9,10
21032,WVS7,2017-2022,China,156720262.0,2018,Male,49.0,CN: Chinese,Married,No,100-500000,1,2,5,3,1,1,9,3
21033,WVS7,2017-2022,China,156720263.0,2018,Female,64.0,CN: Chinese,Married,No,100-500000,1,2,4,3,1,2,4,8
21034,WVS7,2017-2022,China,156720264.0,2018,Female,42.0,CN: Chinese,Single/Never married,No,100-500000,3,4,4,3,1,3,6,10
21035,WVS7,2017-2022,China,156720265.0,2018,Male,31.0,CN: Chinese,Married,Yes,100-500000,1,1,1,4,1,1,8,8
21036,WVS7,2017-2022,China,156720266.0,2018,Female,69.0,CN: Chinese,Married,No,100-500000,3,2,4,4,1,1,7,8
21037,WVS7,2017-2022,China,156720267.0,2018,Male,65.0,CN: Chinese,Married,No,100-500000,1,1,4,3,1,1,8,2
21038,WVS7,2017-2022,China,156720268.0,2018,Male,18.0,CN: Chinese,Single/Never married,No,100-500000,1,2,4,1,3,3,5,7
21039,WVS7,2017-2022,China,156720269.0,2018,Male,66.0,CN: Chinese,Married,Yes,100-500000,1,1,4,3,1,1,6,10
21040,WVS7,2017-2022,China,156720270.0,2018,Male,68.0,CN: Chinese,Married,No,100-500000,3,4,4,4,2,1,7,8
21041,WVS7,2017-2022,China,156720271.0,2018,Female,63.0,CN: Chinese,Married,No,100-500000,3,2,4,3,1,1,10,10
21042,WVS7,2017-2022,China,156720272.0,2018,Female,54.0,CN: Chinese,Married,No,100-500000,3,5,4,4,1,1,8,10
21043,WVS7,2017-2022,China,156720273.0,2018,Female,44.0,CN: Chinese,Married,No,100-500000,3,4,5,2,7,7,2,10
21045,WVS7,2017-2022,China,156720275.0,2018,Male,40.0,CN: Chinese,Divorced,No,100-500000,1,2,4,3,1,8,8,8
21046,WVS7,2017-2022,China,156720276.0,2018,Female,65.0,CN: Chinese,Married,No,100-500000,1,1,1,4,1,1,10,3
21047,WVS7,2017-2022,China,156720277.0,2018,Female,62.0,CN: Chinese,Married,Yes,100-500000,3,2,4,3,1,9,10,4
21048,WVS7,2017-2022,China,156720278.0,2018,Female,49.0,CN: Chinese,Married,Yes,100-500000,2,5,5,3,1,6,1,8
21050,WVS7,2017-2022,China,156720280.0,2018,Male,49.0,CN: Chinese,Married,Yes,100-500000,3,1,2,4,1,1,10,5
21051,WVS7,2017-2022,China,156720281.0,2018,Female,31.0,CN: Chinese,Single/Never married,No,100-500000,1,2,4,3,2,8,5,8
21052,WVS7,2017-2022,China,156720282.0,2018,Male,62.0,CN: Chinese,Married,Yes,100-500000,3,4,4,3,2,5,8,9
21053,WVS7,2017-2022,China,156720283.0,2018,Male,45.0,CN: Chinese,Married,Yes,100-500000,3,2,4,3,1,1,8,5
21054,WVS7,2017-2022,China,156720284.0,2018,Female,52.0,CN: Chinese,Married,No,100-500000,1,2,4,4,1,1,2,8
21055,WVS7,2017-2022,China,156720285.0,2018,Female,39.0,CN: Chinese,Married,No,100-500000,3,4,5,4,1,1,5,10
21056,WVS7,2017-2022,China,156720286.0,2018,Male,69.0,CN: Chinese,Married,No,100-500000,3,5,5,4,2,4,7,10
21057,WVS7,2017-2022,China,156720287.0,2018,Male,46.0,CN: Chinese,Married,No,100-500000,1,2,4,3,1,1,2,8
21058,WVS7,2017-2022,China,156720288.0,2018,Male,64.0,CN: Chinese,Widowed,Yes,100-500000,3,4,4,3,1,10,1,3
21059,WVS7,2017-2022,China,156720289.0,2018,Male,22.0,CN: Chinese,Single/Never married,No,100-500000,1,1,2,3,5,5,8,4
21060,WVS7,2017-2022,China,156720290.0,2018,Female,58.0,CN: Chinese,Married,No,100-500000,1,1,2,3,1,2,10,6
21061,WVS7,2017-2022,China,156720291.0,2018,Male,56.0,CN: Chinese,Married,No,100-500000,1,2,4,2,2,4,2,7
21062,WVS7,2017-2022,China,156720292.0,2018,Male,48.0,CN: Chinese,Married,Yes,100-500000,1,4,5,3,1,1,8,7
21063,WVS7,2017-2022,China,156720293.0,2018,Male,61.0,CN: Chinese,Married,Yes,100-500000,3,4,4,4,1,1,8,8
21064,WVS7,2017-2022,China,156720294.0,2018,Female,54.0,CN: Chinese,Widowed,Yes,100-500000,1,1,5,3,1,1,10,9
21065,WVS7,2017-2022,China,156720295.0,2018,Male,52.0,CN: Chinese,Married,Yes,100-500000,1,2,5,4,3,10,3,10
21066,WVS7,2017-2022,China,156720296.0,2018,Female,43.0,CN: Chinese,Married,Yes,100-500000,1,4,4,3,1,5,8,9
21067,WVS7,2017-2022,China,156720297.0,2018,Female,46.0,CN: Chinese,Married,No,100-500000,3,1,5,4,1,1,3,8
21068,WVS7,2017-2022,China,156720298.0,2018,Female,49.0,CN: Chinese,Divorced,Yes,100-500000,2,2,4,3,4,8,7,10
21069,WVS7,2017-2022,China,156720299.0,2018,Male,32.0,CN: Chinese,Single/Never married,No,100-500000,1,1,4,2,1,1,2,7
21070,WVS7,2017-2022,China,156720300.0,2018,Male,60.0,CN: Chinese,Married,Yes,100-500000,1,1,4,3,2,2,9,5
21071,WVS7,2017-2022,China,156720301.0,2018,Female,42.0,CN: Chinese,Married,No,100-500000,3,4,5,4,1,1,6,9
21072,WVS7,2017-2022,China,156720302.0,2018,Female,50.0,CN: Chinese,Married,No,100-500000,1,4,4,3,4,3,6,7
21073,WVS7,2017-2022,China,156720303.0,2018,Female,51.0,CN: Chinese,Married,No,100-500000,3,5,5,4,4,1,9,3
21074,WVS7,2017-2022,China,156720304.0,2018,Female,32.0,CN: Chinese,Married,No,100-500000,3,2,4,3,3,3,8,8
21075,WVS7,2017-2022,China,156720305.0,2018,Male,63.0,CN: Chinese,Married,Yes,100-500000,1,2,4,4,1,1,7,10
21076,WVS7,2017-2022,China,156720306.0,2018,Male,56.0,CN: Chinese,Married,Yes,100-500000,1,4,4,4,1,1,2,9
21077,WVS7,2017-2022,China,156720307.0,2018,Female,67.0,CN: Chinese,Married,No,100-500000,1,2,2,3,5,4,4,6
21078,WVS7,2017-2022,China,156720308.0,2018,Female,64.0,CN: Chinese,Divorced,No,100-500000,1,2,5,4,1,1,10,1
21079,WVS7,2017-2022,China,156720309.0,2018,Male,56.0,CN: Chinese,Married,Yes,100-500000,3,4,4,3,2,6,8,3
21080,WVS7,2017-2022,China,156720310.0,2018,Male,40.0,CN: Chinese,Married,Yes,100-500000,3,1,1,4,2,2,10,10
21081,WVS7,2017-2022,China,156720311.0,2018,Male,45.0,CN: Chinese,Married,No,100-500000,1,2,2,3,1,1,1,5
21082,WVS7,2017-2022,China,156720312.0,2018,Male,35.0,CN: Chinese,Married,No,100-500000,3,4,5,3,5,5,2,8
21083,WVS7,2017-2022,China,156720313.0,2018,Female,35.0,CN: Chinese,Married,Yes,100-500000,3,1,4,4,3,6,9,5
21084,WVS7,2017-2022,China,156720314.0,2018,Female,57.0,CN: Chinese,Married,Yes,100-500000,3,4,5,3,1,1,2,8
21085,WVS7,2017-2022,China,156720315.0,2018,Male,40.0,CN: Chinese,Married,Yes,100-500000,1,4,5,3,1,2,8,1
21086,WVS7,2017-2022,China,156720316.0,2018,Male,29.0,CN: Chinese,Married,Yes,100-500000,2,2,4,3,2,2,8,6
21087,WVS7,2017-2022,China,156720317.0,2018,Female,47.0,CN: Chinese,Married,No,100-500000,1,1,4,4,2,2,4,7
21088,WVS7,2017-2022,China,156720318.0,2018,Female,35.0,CN: Chinese,Married,No,100-500000,3,4,5,2,7,4,8,9
21089,WVS7,2017-2022,China,156720319.0,2018,Female,63.0,CN: Chinese,Divorced,No,100-500000,1,1,2,3,1,6,3,1
21090,WVS7,2017-2022,China,156720320.0,2018,Male,49.0,CN: Chinese,Married,No,100-500000,3,5,5,4,1,1,2,10
21091,WVS7,2017-2022,China,156720321.0,2018,Female,63.0,CN: Chinese,Married,Yes,100-500000,1,4,4,4,2,2,3,8
21092,WVS7,2017-2022,China,156720322.0,2018,Male,22.0,CN: Chinese,Single/Never married,No,100-500000,3,4,4,3,5,5,8,8
21093,WVS7,2017-2022,China,156720323.0,2018,Female,33.0,CN: Chinese,Married,No,100-500000,3,5,5,4,10,10,10,7
21094,WVS7,2017-2022,China,156720324.0,2018,Female,64.0,CN: Chinese,Married,Yes,100-500000,3,1,4,3,1,1,1,5
21095,WVS7,2017-2022,China,156720325.0,2018,Male,44.0,CN: Chinese,Married,Yes,100-500000,1,2,4,2,4,5,9,8
21096,WVS7,2017-2022,China,156720326.0,2018,Male,53.0,CN: Chinese,Married,Yes,100-500000,1,4,4,4,1,1,9,9
21097,WVS7,2017-2022,China,156720327.0,2018,Male,39.0,CN: Chinese,Married,Yes,100-500000,1,4,4,4,10,10,2,7
21098,WVS7,2017-2022,China,156720328.0,2018,Male,63.0,CN: Chinese,Married,Yes,100-500000,1,4,4,3,8,8,1,10
21099,WVS7,2017-2022,China,156720329.0,2018,Female,48.0,CN: Chinese,Married,Yes,100-500000,1,4,5,4,1,4,3,6
21100,WVS7,2017-2022,China,156720330.0,2018,Male,20.0,CN: Chinese,Single/Never married,Yes,100-500000,1,2,5,3,1,1,5,10
21101,WVS7,2017-2022,China,156720331.0,2018,Male,61.0,CN: Chinese,Married,Yes,100-500000,1,4,4,3,1,3,4,7
21102,WVS7,2017-2022,China,156720332.0,2018,Female,61.0,CN: Chinese,Married,No,100-500000,3,5,5,4,1,1,2,8
21104,WVS7,2017-2022,China,156720334.0,2018,Female,66.0,CN: Chinese,Married,No,100-500000,1,2,4,4,1,1,2,8
21105,WVS7,2017-2022,China,156720335.0,2018,Male,62.0,CN: Chinese,Married,Yes,100-500000,3,2,4,3,1,4,6,7
21106,WVS7,2017-2022,China,156720336.0,2018,Female,54.0,CN: Chinese,Married,Yes,100-500000,3,4,4,4,4,1,9,10
21107,WVS7,2017-2022,China,156720337.0,2018,Female,57.0,CN: Chinese,Married,No,100-500000,1,1,5,2,5,5,3,9
21108,WVS7,2017-2022,China,156720338.0,2018,Male,47.0,CN: Chinese,Married,Yes,100-500000,1,2,4,4,2,2,9,9
21109,WVS7,2017-2022,China,156720339.0,2018,Male,43.0,CN: Chinese,Married,Yes,100-500000,1,2,4,3,5,7,7,8
21110,WVS7,2017-2022,China,156720340.0,2018,Male,40.0,CN: Chinese,Married,Yes,100-500000,1,1,4,2,2,6,7,8
21111,WVS7,2017-2022,China,156720341.0,2018,Male,57.0,CN: Chinese,Married,Yes,20-50000,1,2,4,3,1,1,2,7
21112,WVS7,2017-2022,China,156720342.0,2018,Female,47.0,CN: Chinese,Married,No,20-50000,1,4,4,2,1,8,3,9
21113,WVS7,2017-2022,China,156720343.0,2018,Female,54.0,CN: Chinese,Married,No,20-50000,3,2,4,3,1,1,4,8
21114,WVS7,2017-2022,China,156720344.0,2018,Female,31.0,CN: Chinese,Married,No,20-50000,3,2,2,3,4,4,9,10
21115,WVS7,2017-2022,China,156720345.0,2018,Female,56.0,CN: Chinese,Married,Yes,20-50000,3,4,4,2,1,1,10,3
21116,WVS7,2017-2022,China,156720346.0,2018,Male,55.0,CN: Chinese,Married,Yes,20-50000,1,1,5,3,1,1,9,10
21117,WVS7,2017-2022,China,156720347.0,2018,Male,32.0,CN: Chinese,Married,No,20-50000,1,1,4,3,1,5,1,1
21118,WVS7,2017-2022,China,156720348.0,2018,Male,43.0,CN: Chinese,Single/Never married,No,20-50000,1,4,4,3,1,5,3,6
21119,WVS7,2017-2022,China,156720349.0,2018,Male,43.0,CN: Chinese,Married,Yes,20-50000,1,4,4,4,7,10,2,6
21120,WVS7,2017-2022,China,156720350.0,2018,Male,45.0,CN: Chinese,Single/Never married,Yes,20-50000,1,2,2,3,3,7,8,5
21121,WVS7,2017-2022,China,156720351.0,2018,Female,61.0,CN: Chinese,Widowed,No,20-50000,1,4,4,3,1,1,5,1
21122,WVS7,2017-2022,China,156720352.0,2018,Female,66.0,CN: Chinese,Married,No,20-50000,3,1,4,4,1,1,2,2
21123,WVS7,2017-2022,China,156720353.0,2018,Female,63.0,CN: Chinese,Widowed,No,20-50000,3,4,4,3,1,1,2,5
21124,WVS7,2017-2022,China,156720354.0,2018,Female,56.0,CN: Chinese,Married,No,20-50000,3,4,4,4,1,1,2,3
21125,WVS7,2017-2022,China,156720355.0,2018,Male,50.0,CN: Chinese,Divorced,Yes,20-50000,3,4,4,3,8,9,8,9
21126,WVS7,2017-2022,China,156720356.0,2018,Female,62.0,CN: Chinese,Married,No,20-50000,1,4,4,3,1,1,6,8
21127,WVS7,2017-2022,China,156720357.0,2018,Male,44.0,CN: Chinese,Married,Yes,20-50000,1,2,2,3,1,1,8,6
21128,WVS7,2017-2022,China,156720358.0,2018,Male,58.0,CN: Chinese,Married,No,20-50000,1,4,4,4,1,1,2,3
21129,WVS7,2017-2022,China,156720359.0,2018,Male,63.0,CN: Chinese,Married,Yes,20-50000,3,4,4,3,1,1,9,6
21130,WVS7,2017-2022,China,156720360.0,2018,Male,50.0,CN: Chinese,Married,Yes,20-50000,1,2,2,3,4,1,2,4
21131,WVS7,2017-2022,China,156720361.0,2018,Male,50.0,CN: Chinese,Married,Yes,20-50000,1,2,2,3,4,1,2,4
21132,WVS7,2017-2022,China,156720362.0,2018,Male,66.0,CN: Chinese,Married,No,20-50000,3,1,4,4,1,8,10,7
21133,WVS7,2017-2022,China,156720363.0,2018,Male,56.0,CN: Chinese,Married,Yes,20-50000,1,4,5,3,1,1,7,4
21134,WVS7,2017-2022,China,156720364.0,2018,Female,61.0,CN: Chinese,Married,No,20-50000,3,4,4,3,1,1,3,7
21135,WVS7,2017-2022,China,156720365.0,2018,Female,55.0,CN: Chinese,Married,Yes,20-50000,1,1,4,3,8,6,8,8
21136,WVS7,2017-2022,China,156720366.0,2018,Female,33.0,CN: Chinese,Married,No,20-50000,1,2,2,3,1,1,8,10
21137,WVS7,2017-2022,China,156720367.0,2018,Female,37.0,CN: Chinese,Married,No,20-50000,3,4,4,3,1,8,8,8
21138,WVS7,2017-2022,China,156720368.0,2018,Male,58.0,CN: Chinese,Married,Yes,20-50000,1,1,4,3,5,5,1,2
21140,WVS7,2017-2022,China,156720370.0,2018,Male,39.0,CN: Chinese,Married,Yes,20-50000,1,2,2,3,1,1,9,5
21141,WVS7,2017-2022,China,156720371.0,2018,Male,39.0,CN: Chinese,Married,Yes,20-50000,1,4,4,3,1,1,3,6
21142,WVS7,2017-2022,China,156720372.0,2018,Male,67.0,CN: Chinese,Married,Yes,20-50000,2,2,2,3,1,3,2,7
21143,WVS7,2017-2022,China,156720373.0,2018,Female,62.0,CN: Chinese,Married,No,20-50000,1,4,4,3,1,1,8,8
21144,WVS7,2017-2022,China,156720374.0,2018,Male,38.0,CN: Chinese,Married,Yes,20-50000,3,4,4,3,1,1,5,9
21145,WVS7,2017-2022,China,156720375.0,2018,Female,51.0,CN: Chinese,Married,No,20-50000,2,1,5,4,9,9,3,6
21146,WVS7,2017-2022,China,156720376.0,2018,Female,58.0,CN: Chinese,Married,Yes,20-50000,3,4,4,3,1,1,10,6
21147,WVS7,2017-2022,China,156720377.0,2018,Female,63.0,CN: Chinese,Married,Yes,20-50000,1,4,5,3,7,3,1,8
21148,WVS7,2017-2022,China,156720378.0,2018,Female,63.0,CN: Chinese,Married,No,20-50000,1,2,2,3,1,1,5,10
21149,WVS7,2017-2022,China,156720379.0,2018,Female,40.0,CN: Chinese,Married,Yes,20-50000,3,4,4,4,1,1,1,5
21150,WVS7,2017-2022,China,156720380.0,2018,Female,60.0,CN: Chinese,Married,Yes,20-50000,1,4,4,3,1,1,8,8
21151,WVS7,2017-2022,China,156720381.0,2018,Male,69.0,CN: Chinese,Married,Yes,20-50000,1,1,4,3,1,1,5,8
21152,WVS7,2017-2022,China,156720382.0,2018,Male,42.0,CN: Chinese,Married,Yes,20-50000,3,4,4,3,8,8,3,6
21153,WVS7,2017-2022,China,156720383.0,2018,Male,46.0,CN: Chinese,Married,Yes,20-50000,1,2,4,3,1,1,3,4
21154,WVS7,2017-2022,China,156720384.0,2018,Female,50.0,CN: Chinese,Married,No,20-50000,1,2,4,3,1,1,3,6
21155,WVS7,2017-2022,China,156720385.0,2018,Male,38.0,CN: Chinese,Married,Yes,20-50000,3,1,4,4,1,1,10,5
21156,WVS7,2017-2022,China,156720386.0,2018,Male,61.0,CN: Chinese,Married,Yes,20-50000,1,5,5,3,1,1,1,5
21157,WVS7,2017-2022,China,156720387.0,2018,Male,50.0,CN: Chinese,Married,No,20-50000,1,1,4,3,1,1,2,5
21158,WVS7,2017-2022,China,156720388.0,2018,Female,66.0,CN: Chinese,Married,No,20-50000,1,4,4,3,1,2,8,8
21159,WVS7,2017-2022,China,156720389.0,2018,Female,44.0,CN: Chinese,Married,No,20-50000,1,4,4,2,6,6,8,7
21160,WVS7,2017-2022,China,156720390.0,2018,Female,52.0,CN: Chinese,Married,Yes,20-50000,3,2,4,3,8,8,5,9
21161,WVS7,2017-2022,China,156720391.0,2018,Female,33.0,CN: Chinese,Married,Yes,20-50000,3,4,4,2,1,1,2,6
21162,WVS7,2017-2022,China,156720392.0,2018,Female,35.0,CN: Chinese,Married,No,20-50000,1,4,4,3,1,1,1,5
21163,WVS7,2017-2022,China,156720393.0,2018,Male,67.0,CN: Chinese,Married,No,20-50000,1,2,4,4,7,8,8,2
21164,WVS7,2017-2022,China,156720394.0,2018,Female,62.0,CN: Chinese,Married,Yes,20-50000,1,2,1,3,1,7,10,6
21165,WVS7,2017-2022,China,156720395.0,2018,Female,67.0,CN: Chinese,Widowed,Yes,20-50000,1,1,4,3,2,2,2,3
21166,WVS7,2017-2022,China,156720396.0,2018,Female,58.0,CN: Chinese,Widowed,No,20-50000,1,2,4,3,1,1,7,6
21167,WVS7,2017-2022,China,156720397.0,2018,Male,26.0,CN: Chinese,Single/Never married,No,20-50000,1,1,5,3,10,10,3,6
21168,WVS7,2017-2022,China,156720398.0,2018,Female,60.0,CN: Chinese,Married,No,20-50000,3,2,4,3,1,1,5,10
21169,WVS7,2017-2022,China,156720399.0,2018,Female,22.0,CN: Chinese,Single/Never married,No,20-50000,1,2,4,4,1,1,3,6
21170,WVS7,2017-2022,China,156720400.0,2018,Female,49.0,CN: Chinese,Married,No,20-50000,1,1,5,3,1,1,8,5
21171,WVS7,2017-2022,China,156720401.0,2018,Male,55.0,CN: Chinese,Married,Yes,20-50000,1,4,4,4,8,2,7,8
21172,WVS7,2017-2022,China,156720402.0,2018,Male,43.0,CN: Chinese,Married,Yes,20-50000,3,2,2,3,5,5,6,5
21173,WVS7,2017-2022,China,156720403.0,2018,Female,49.0,CN: Chinese,Married,No,20-50000,1,2,4,2,1,6,3,5
21174,WVS7,2017-2022,China,156720404.0,2018,Female,57.0,CN: Chinese,Married,No,10-20000,1,4,2,3,1,8,9,4
21175,WVS7,2017-2022,China,156720405.0,2018,Female,43.0,CN: Chinese,Married,No,10-20000,3,4,5,2,5,7,8,3
21176,WVS7,2017-2022,China,156720406.0,2018,Female,62.0,CN: Chinese,Married,No,10-20000,1,1,4,3,2,4,4,8
21177,WVS7,2017-2022,China,156720407.0,2018,Male,60.0,CN: Chinese,Married,Yes,10-20000,1,1,2,3,3,1,8,10
21178,WVS7,2017-2022,China,156720408.0,2018,Male,53.0,CN: Chinese,Married,Yes,10-20000,1,2,4,3,8,6,3,10
21179,WVS7,2017-2022,China,156720409.0,2018,Female,55.0,CN: Chinese,Married,Yes,10-20000,1,2,5,4,4,1,10,7
21180,WVS7,2017-2022,China,156720410.0,2018,Male,52.0,CN: Chinese,Married,Yes,10-20000,1,4,4,4,1,3,3,10
21181,WVS7,2017-2022,China,156720411.0,2018,Female,43.0,CN: Chinese,Married,No,10-20000,1,2,5,2,10,10,2,3
21182,WVS7,2017-2022,China,156720412.0,2018,Female,34.0,CN: Chinese,Married,Yes,10-20000,1,4,5,3,1,2,9,8
21183,WVS7,2017-2022,China,156720413.0,2018,Female,31.0,CN: Chinese,Married,No,10-20000,1,4,5,3,1,1,9,6
21184,WVS7,2017-2022,China,156720414.0,2018,Male,61.0,CN: Chinese,Married,Yes,10-20000,1,2,4,3,1,4,8,8
21185,WVS7,2017-2022,China,156720415.0,2018,Male,54.0,CN: Chinese,Married,Yes,10-20000,3,2,4,2,1,1,3,10
21186,WVS7,2017-2022,China,156720416.0,2018,Male,56.0,CN: Chinese,Married,Yes,10-20000,1,2,2,3,6,6,3,8
21187,WVS7,2017-2022,China,156720417.0,2018,Male,33.0,CN: Chinese,Married,Yes,10-20000,1,1,5,2,1,1,1,10
21188,WVS7,2017-2022,China,156720418.0,2018,Female,39.0,CN: Chinese,Married,No,10-20000,1,4,2,3,3,4,4,8
21189,WVS7,2017-2022,China,156720419.0,2018,Female,50.0,CN: Chinese,Married,Yes,10-20000,1,2,4,2,1,1,8,3
21190,WVS7,2017-2022,China,156720420.0,2018,Female,55.0,CN: Chinese,Married,Yes,10-20000,3,2,5,4,4,4,7,7
21191,WVS7,2017-2022,China,156720421.0,2018,Male,44.0,CN: Chinese,Married,Yes,10-20000,1,1,5,3,10,10,3,5
21192,WVS7,2017-2022,China,156720422.0,2018,Male,51.0,CN: Chinese,Married,Yes,10-20000,1,4,5,3,1,3,10,2
21193,WVS7,2017-2022,China,156720423.0,2018,Male,48.0,CN: Chinese,Married,Yes,10-20000,1,2,2,3,5,1,6,4
21194,WVS7,2017-2022,China,156720424.0,2018,Male,58.0,CN: Chinese,Married,Yes,10-20000,1,1,4,4,1,3,8,8
21195,WVS7,2017-2022,China,156720425.0,2018,Female,49.0,CN: Chinese,Married,No,10-20000,1,2,4,2,3,1,7,6
21196,WVS7,2017-2022,China,156720426.0,2018,Female,49.0,CN: Chinese,Married,No,10-20000,1,2,4,4,1,1,2,2
21197,WVS7,2017-2022,China,156720427.0,2018,Male,51.0,CN: Chinese,Separated,Yes,10-20000,1,2,2,3,4,1,8,6
21198,WVS7,2017-2022,China,156720428.0,2018,Female,44.0,CN: Chinese,Married,Yes,10-20000,1,2,4,3,1,6,5,6
21199,WVS7,2017-2022,China,156720429.0,2018,Female,59.0,CN: Chinese,Married,No,10-20000,1,1,4,4,1,1,1,4
21200,WVS7,2017-2022,China,156720430.0,2018,Female,62.0,CN: Chinese,Married,No,10-20000,1,2,5,4,1,1,5,8
